Scenario_ID,Variant_ID,Browser,Device,Network_Speed,Rating_Range,Review_Count,User_Type
TS-022,V00001,Chrome,Desktop,High,High_Rated,No_Reviews,Visitor
TS-022,V00002,Chrome,Desktop,Medium,High_Rated,No_Reviews,Visitor
TS-022,V00003,Chrome,Desktop,Low,High_Rated,No_Reviews,Visitor
TS-022,V00004,Chrome,Mobile,High,High_Rated,No_Reviews,Visitor
TS-022,V00005,Chrome,Mobile,Medium,High_Rated,No_Reviews,Visitor
TS-022,V00006,Chrome,Mobile,Low,High_Rated,No_Reviews,Visitor
TS-022,V00007,Chrome,Tablet,High,High_Rated,No_Reviews,Visitor
TS-022,V00008,Chrome,Tablet,Medium,High_Rated,No_Reviews,Visitor
TS-022,V00009,Chrome,Tablet,Low,High_Rated,No_Reviews,Visitor
TS-022,V00010,Firefox,Desktop,High,High_Rated,No_Reviews,Visitor
TS-022,V00011,Firefox,Desktop,Medium,High_Rated,No_Reviews,Visitor
TS-022,V00012,Firefox,Desktop,Low,High_Rated,No_Reviews,Visitor
TS-022,V00013,Firefox,Mobile,High,High_Rated,No_Reviews,Visitor
TS-022,V00014,Firefox,Mobile,Medium,High_Rated,No_Reviews,Visitor
TS-022,V00015,Firefox,Mobile,Low,High_Rated,No_Reviews,Visitor
TS-022,V00016,Firefox,Tablet,High,High_Rated,No_Reviews,Visitor
TS-022,V00017,Firefox,Tablet,Medium,High_Rated,No_Reviews,Visitor
TS-022,V00018,Firefox,Tablet,Low,High_Rated,No_Reviews,Visitor
TS-022,V00019,Safari,Desktop,High,High_Rated,No_Reviews,Visitor
TS-022,V00020,Safari,Desktop,Medium,High_Rated,No_Reviews,Visitor
TS-022,V00021,Safari,Desktop,Low,High_Rated,No_Reviews,Visitor
TS-022,V00022,Safari,Mobile,High,High_Rated,No_Reviews,Visitor
TS-022,V00023,Safari,Mobile,Medium,High_Rated,No_Reviews,Visitor
TS-022,V00024,Safari,Mobile,Low,High_Rated,No_Reviews,Visitor
TS-022,V00025,Safari,Tablet,High,High_Rated,No_Reviews,Visitor
TS-022,V00026,Safari,Tablet,Medium,High_Rated,No_Reviews,Visitor
TS-022,V00027,Safari,Tablet,Low,High_Rated,No_Reviews,Visitor
TS-022,V00028,Edge,Desktop,High,High_Rated,No_Reviews,Visitor
TS-022,V00029,Edge,Desktop,Medium,High_Rated,No_Reviews,Visitor
TS-022,V00030,Edge,Desktop,Low,High_Rated,No_Reviews,Visitor
TS-022,V00031,Edge,Mobile,High,High_Rated,No_Reviews,Visitor
TS-022,V00032,Edge,Mobile,Medium,High_Rated,No_Reviews,Visitor
TS-022,V00033,Edge,Mobile,Low,High_Rated,No_Reviews,Visitor
TS-022,V00034,Edge,Tablet,High,High_Rated,No_Reviews,Visitor
TS-022,V00035,Edge,Tablet,Medium,High_Rated,No_Reviews,Visitor
TS-022,V00036,Edge,Tablet,Low,High_Rated,No_Reviews,Visitor
TS-022,V00037,Chrome,Desktop,High,Medium_Rated,No_Reviews,Visitor
TS-022,V00038,Chrome,Desktop,Medium,Medium_Rated,No_Reviews,Visitor
TS-022,V00039,Chrome,Desktop,Low,Medium_Rated,No_Reviews,Visitor
TS-022,V00040,Chrome,Mobile,High,Medium_Rated,No_Reviews,Visitor
TS-022,V00041,Chrome,Mobile,Medium,Medium_Rated,No_Reviews,Visitor
TS-022,V00042,Chrome,Mobile,Low,Medium_Rated,No_Reviews,Visitor
TS-022,V00043,Chrome,Tablet,High,Medium_Rated,No_Reviews,Visitor
TS-022,V00044,Chrome,Tablet,Medium,Medium_Rated,No_Reviews,Visitor
TS-022,V00045,Chrome,Tablet,Low,Medium_Rated,No_Reviews,Visitor
TS-022,V00046,Firefox,Desktop,High,Medium_Rated,No_Reviews,Visitor
TS-022,V00047,Firefox,Desktop,Medium,Medium_Rated,No_Reviews,Visitor
TS-022,V00048,Firefox,Desktop,Low,Medium_Rated,No_Reviews,Visitor
TS-022,V00049,Firefox,Mobile,High,Medium_Rated,No_Reviews,Visitor
TS-022,V00050,Firefox,Mobile,Medium,Medium_Rated,No_Reviews,Visitor
TS-022,V00051,Firefox,Mobile,Low,Medium_Rated,No_Reviews,Visitor
TS-022,V00052,Firefox,Tablet,High,Medium_Rated,No_Reviews,Visitor
TS-022,V00053,Firefox,Tablet,Medium,Medium_Rated,No_Reviews,Visitor
TS-022,V00054,Firefox,Tablet,Low,Medium_Rated,No_Reviews,Visitor
TS-022,V00055,Safari,Desktop,High,Medium_Rated,No_Reviews,Visitor
TS-022,V00056,Safari,Desktop,Medium,Medium_Rated,No_Reviews,Visitor
TS-022,V00057,Safari,Desktop,Low,Medium_Rated,No_Reviews,Visitor
TS-022,V00058,Safari,Mobile,High,Medium_Rated,No_Reviews,Visitor
TS-022,V00059,Safari,Mobile,Medium,Medium_Rated,No_Reviews,Visitor
TS-022,V00060,Safari,Mobile,Low,Medium_Rated,No_Reviews,Visitor
TS-022,V00061,Safari,Tablet,High,Medium_Rated,No_Reviews,Visitor
TS-022,V00062,Safari,Tablet,Medium,Medium_Rated,No_Reviews,Visitor
TS-022,V00063,Safari,Tablet,Low,Medium_Rated,No_Reviews,Visitor
TS-022,V00064,Edge,Desktop,High,Medium_Rated,No_Reviews,Visitor
TS-022,V00065,Edge,Desktop,Medium,Medium_Rated,No_Reviews,Visitor
TS-022,V00066,Edge,Desktop,Low,Medium_Rated,No_Reviews,Visitor
TS-022,V00067,Edge,Mobile,High,Medium_Rated,No_Reviews,Visitor
TS-022,V00068,Edge,Mobile,Medium,Medium_Rated,No_Reviews,Visitor
TS-022,V00069,Edge,Mobile,Low,Medium_Rated,No_Reviews,Visitor
TS-022,V00070,Edge,Tablet,High,Medium_Rated,No_Reviews,Visitor
TS-022,V00071,Edge,Tablet,Medium,Medium_Rated,No_Reviews,Visitor
TS-022,V00072,Edge,Tablet,Low,Medium_Rated,No_Reviews,Visitor
TS-022,V00073,Chrome,Desktop,High,Low_Rated,No_Reviews,Visitor
TS-022,V00074,Chrome,Desktop,Medium,Low_Rated,No_Reviews,Visitor
TS-022,V00075,Chrome,Desktop,Low,Low_Rated,No_Reviews,Visitor
TS-022,V00076,Chrome,Mobile,High,Low_Rated,No_Reviews,Visitor
TS-022,V00077,Chrome,Mobile,Medium,Low_Rated,No_Reviews,Visitor
TS-022,V00078,Chrome,Mobile,Low,Low_Rated,No_Reviews,Visitor
TS-022,V00079,Chrome,Tablet,High,Low_Rated,No_Reviews,Visitor
TS-022,V00080,Chrome,Tablet,Medium,Low_Rated,No_Reviews,Visitor
TS-022,V00081,Chrome,Tablet,Low,Low_Rated,No_Reviews,Visitor
TS-022,V00082,Firefox,Desktop,High,Low_Rated,No_Reviews,Visitor
TS-022,V00083,Firefox,Desktop,Medium,Low_Rated,No_Reviews,Visitor
TS-022,V00084,Firefox,Desktop,Low,Low_Rated,No_Reviews,Visitor
TS-022,V00085,Firefox,Mobile,High,Low_Rated,No_Reviews,Visitor
TS-022,V00086,Firefox,Mobile,Medium,Low_Rated,No_Reviews,Visitor
TS-022,V00087,Firefox,Mobile,Low,Low_Rated,No_Reviews,Visitor
TS-022,V00088,Firefox,Tablet,High,Low_Rated,No_Reviews,Visitor
TS-022,V00089,Firefox,Tablet,Medium,Low_Rated,No_Reviews,Visitor
TS-022,V00090,Firefox,Tablet,Low,Low_Rated,No_Reviews,Visitor
TS-022,V00091,Safari,Desktop,High,Low_Rated,No_Reviews,Visitor
TS-022,V00092,Safari,Desktop,Medium,Low_Rated,No_Reviews,Visitor
TS-022,V00093,Safari,Desktop,Low,Low_Rated,No_Reviews,Visitor
TS-022,V00094,Safari,Mobile,High,Low_Rated,No_Reviews,Visitor
TS-022,V00095,Safari,Mobile,Medium,Low_Rated,No_Reviews,Visitor
TS-022,V00096,Safari,Mobile,Low,Low_Rated,No_Reviews,Visitor
TS-022,V00097,Safari,Tablet,High,Low_Rated,No_Reviews,Visitor
TS-022,V00098,Safari,Tablet,Medium,Low_Rated,No_Reviews,Visitor
TS-022,V00099,Safari,Tablet,Low,Low_Rated,No_Reviews,Visitor
TS-022,V00100,Edge,Desktop,High,Low_Rated,No_Reviews,Visitor
TS-022,V00101,Edge,Desktop,Medium,Low_Rated,No_Reviews,Visitor
TS-022,V00102,Edge,Desktop,Low,Low_Rated,No_Reviews,Visitor
TS-022,V00103,Edge,Mobile,High,Low_Rated,No_Reviews,Visitor
TS-022,V00104,Edge,Mobile,Medium,Low_Rated,No_Reviews,Visitor
TS-022,V00105,Edge,Mobile,Low,Low_Rated,No_Reviews,Visitor
TS-022,V00106,Edge,Tablet,High,Low_Rated,No_Reviews,Visitor
TS-022,V00107,Edge,Tablet,Medium,Low_Rated,No_Reviews,Visitor
TS-022,V00108,Edge,Tablet,Low,Low_Rated,No_Reviews,Visitor
TS-022,V00109,Chrome,Desktop,High,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00110,Chrome,Desktop,Medium,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00111,Chrome,Desktop,Low,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00112,Chrome,Mobile,High,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00113,Chrome,Mobile,Medium,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00114,Chrome,Mobile,Low,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00115,Chrome,Tablet,High,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00116,Chrome,Tablet,Medium,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00117,Chrome,Tablet,Low,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00118,Firefox,Desktop,High,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00119,Firefox,Desktop,Medium,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00120,Firefox,Desktop,Low,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00121,Firefox,Mobile,High,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00122,Firefox,Mobile,Medium,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00123,Firefox,Mobile,Low,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00124,Firefox,Tablet,High,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00125,Firefox,Tablet,Medium,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00126,Firefox,Tablet,Low,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00127,Safari,Desktop,High,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00128,Safari,Desktop,Medium,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00129,Safari,Desktop,Low,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00130,Safari,Mobile,High,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00131,Safari,Mobile,Medium,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00132,Safari,Mobile,Low,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00133,Safari,Tablet,High,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00134,Safari,Tablet,Medium,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00135,Safari,Tablet,Low,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00136,Edge,Desktop,High,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00137,Edge,Desktop,Medium,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00138,Edge,Desktop,Low,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00139,Edge,Mobile,High,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00140,Edge,Mobile,Medium,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00141,Edge,Mobile,Low,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00142,Edge,Tablet,High,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00143,Edge,Tablet,Medium,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00144,Edge,Tablet,Low,Mixed_Ratings,No_Reviews,Visitor
TS-022,V00145,Chrome,Desktop,High,High_Rated,Few_Reviews,Visitor
TS-022,V00146,Chrome,Desktop,Medium,High_Rated,Few_Reviews,Visitor
TS-022,V00147,Chrome,Desktop,Low,High_Rated,Few_Reviews,Visitor
TS-022,V00148,Chrome,Mobile,High,High_Rated,Few_Reviews,Visitor
TS-022,V00149,Chrome,Mobile,Medium,High_Rated,Few_Reviews,Visitor
TS-022,V00150,Chrome,Mobile,Low,High_Rated,Few_Reviews,Visitor
TS-022,V00151,Chrome,Tablet,High,High_Rated,Few_Reviews,Visitor
TS-022,V00152,Chrome,Tablet,Medium,High_Rated,Few_Reviews,Visitor
TS-022,V00153,Chrome,Tablet,Low,High_Rated,Few_Reviews,Visitor
TS-022,V00154,Firefox,Desktop,High,High_Rated,Few_Reviews,Visitor
TS-022,V00155,Firefox,Desktop,Medium,High_Rated,Few_Reviews,Visitor
TS-022,V00156,Firefox,Desktop,Low,High_Rated,Few_Reviews,Visitor
TS-022,V00157,Firefox,Mobile,High,High_Rated,Few_Reviews,Visitor
TS-022,V00158,Firefox,Mobile,Medium,High_Rated,Few_Reviews,Visitor
TS-022,V00159,Firefox,Mobile,Low,High_Rated,Few_Reviews,Visitor
TS-022,V00160,Firefox,Tablet,High,High_Rated,Few_Reviews,Visitor
TS-022,V00161,Firefox,Tablet,Medium,High_Rated,Few_Reviews,Visitor
TS-022,V00162,Firefox,Tablet,Low,High_Rated,Few_Reviews,Visitor
TS-022,V00163,Safari,Desktop,High,High_Rated,Few_Reviews,Visitor
TS-022,V00164,Safari,Desktop,Medium,High_Rated,Few_Reviews,Visitor
TS-022,V00165,Safari,Desktop,Low,High_Rated,Few_Reviews,Visitor
